Course,Site,Free?
Introdução à Informática,http://www.ev.org.br/Cursos/Paginas/Online.aspx,Yes
Introdução a Redes de Computadores,http://www.ev.org.br/Cursos/Paginas/Online.aspx,Yes
Introdução ao e-Learning,http://www.ev.org.br/Cursos/Paginas/Online.aspx,Yes
Introdução ao Pacote Office 2007,http://www.ev.org.br/Cursos/Paginas/Online.aspx,Yes
Microsoft Access 2003 - Avançado,http://www.ev.org.br/Cursos/Paginas/Online.aspx,Yes
Microsoft Access 2003 - Básico,http://www.ev.org.br/Cursos/Paginas/Online.aspx,Yes
Microsoft Access 2003 - Intermediário,http://www.ev.org.br/Cursos/Paginas/Online.aspx,Yes
Microsoft Access 2007 - Avançado,http://www.ev.org.br/Cursos/Paginas/Online.aspx,Yes
Microsoft Access 2007 - Básico,http://www.ev.org.br/Cursos/Paginas/Online.aspx,Yes
Microsoft Excel 2007 - Avançado,http://www.ev.org.br/Cursos/Paginas/Online.aspx,Yes
Microsoft Excel 2007 - Básico,http://www.ev.org.br/Cursos/Paginas/Online.aspx,Yes
Microsoft Excel 2007 - Intermediário,http://www.ev.org.br/Cursos/Paginas/Online.aspx,Yes
Microsoft Excel 2010 - Avançado,http://www.ev.org.br/Cursos/Paginas/Online.aspx,Yes
Microsoft Excel 2010 - Básico,http://www.ev.org.br/Cursos/Paginas/Online.aspx,Yes
Microsoft Excel 2010 - Intermediário,http://www.ev.org.br/Cursos/Paginas/Online.aspx,Yes
Microsoft Office Outlook 2007,http://www.ev.org.br/Cursos/Paginas/Online.aspx,Yes
Microsoft Office Outlook 2010,http://www.ev.org.br/Cursos/Paginas/Online.aspx,Yes
Microsoft PowerPoint 2003 - Avançado,http://www.ev.org.br/Cursos/Paginas/Online.aspx,Yes
Microsoft PowerPoint 2003 - Básico,http://www.ev.org.br/Cursos/Paginas/Online.aspx,Yes
Microsoft PowerPoint 2007 - Avançado,http://www.ev.org.br/Cursos/Paginas/Online.aspx,Yes
Microsoft PowerPoint 2007 - Básico,http://www.ev.org.br/Cursos/Paginas/Online.aspx,Yes
Microsoft PowerPoint 2010 - Avançado,http://www.ev.org.br/Cursos/Paginas/Online.aspx,Yes
Microsoft PowerPoint 2010 - Básico,http://www.ev.org.br/Cursos/Paginas/Online.aspx,Yes
Microsoft PowerPoint 2013 - Avançado (NOVO),http://www.ev.org.br/Cursos/Paginas/Online.aspx,Yes
Microsoft PowerPoint 2013 - Básico (NOVO),http://www.ev.org.br/Cursos/Paginas/Online.aspx,Yes
Microsoft Windows 7,http://www.ev.org.br/Cursos/Paginas/Online.aspx,Yes
Microsoft Windows Server 2003,http://www.ev.org.br/Cursos/Paginas/Online.aspx,Yes
Microsoft Windows XP,http://www.ev.org.br/Cursos/Paginas/Online.aspx,Yes
Microsoft Word 2007 - Avançado,http://www.ev.org.br/Cursos/Paginas/Online.aspx,Yes
Microsoft Word 2007 - Básico,http://www.ev.org.br/Cursos/Paginas/Online.aspx,Yes
Microsoft Word 2007 - Intermediário,http://www.ev.org.br/Cursos/Paginas/Online.aspx,Yes
Microsoft Word 2010 - Avançado,http://www.ev.org.br/Cursos/Paginas/Online.aspx,Yes
Microsoft Word 2010 - Básico,http://www.ev.org.br/Cursos/Paginas/Online.aspx,Yes
Microsoft Word 2010 - Intermediário,http://www.ev.org.br/Cursos/Paginas/Online.aspx,Yes
Segurança da Informação,http://www.ev.org.br/Cursos/Paginas/Online.aspx,Yes
TI na Educação,http://www.ev.org.br/Cursos/Paginas/Online.aspx,Yes
Princípios Básicos de Finanças,http://www.life-global.org/,Yes
Obtenção de Financiamento,http://www.life-global.org/,Yes
Fluxo de Caixa,http://www.life-global.org/,Yes
Previsão de Vendas,http://www.life-global.org/,Yes
Lucros e Prejuízos,http://www.life-global.org/,Yes
Marketing em Mídias Sociais,http://www.life-global.org/,Yes
Vendas On-line,http://www.life-global.org/,Yes
Definição de Preços,http://www.life-global.org/,Yes
Benefícios de Marketing Versus Características,http://www.life-global.org/,Yes
Proposta de Valor Exclusivo,http://www.life-global.org/,Yes
Seu Público-alvo,http://www.life-global.org/,Yes
Apresentações Eficientes,http://www.life-global.org/,Yes
E-mail Comercial,http://www.life-global.org/,Yes
Apresentação de Dados,http://www.life-global.org/,Yes
Sites de Negócios Eficazes,http://www.life-global.org/,Yes
Gerenciando Informações de Contato,http://www.life-global.org/,Yes
Gestão de Relacionamento com Clientes (CRM),http://www.life-global.org/,Yes
Contratação de Pessoal,http://www.life-global.org/,Yes
TI para o Sucesso nos Negócios,http://www.life-global.org/,Yes
Maximização da Capacidade,http://www.life-global.org/,Yes
Gestão de Estoque,http://www.life-global.org/,Yes
Empreendedorismo Social,http://www.life-global.org/,Yes
Liderança Eficaz,http://www.life-global.org/,Yes
Planejamento Estratégico,http://www.life-global.org/,Yes
Eficiência Energética: Fazer mais por menos,http://www.life-global.org/,Yes
Conceitos básicos de C# para iniciantes,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Preparando-se para ensinar o Creative Coding through Games and Apps.,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Windows 10 Desenvolvimento para Principiantes,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Fundamentos de Tecnologia,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Xamarin para Iniciantes absolutos,https://mva.microsoft.com/search/SearchResults.aspx,Yes
"Crie seu próprio jogo: aprenda a codificar o FLATVERSE! para salas de aula, acampamentos e clubes",https://mva.microsoft.com/search/SearchResults.aspx,Yes
"Jetpack Jumper para salas de aula, acampamentos e clubes",https://mva.microsoft.com/search/SearchResults.aspx,Yes
"Dream It Make It para salas de aula, acampamentos e clubes",https://mva.microsoft.com/search/SearchResults.aspx,Yes
Creative Coding Academy,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Criação de jogos do Windows 10 com o Unity 5,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Flatverse,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Creative Coding Through Games and Apps,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Preparatório para exame 70-697: Configuring Windows Devices,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Usando recursos ICT para apoiar seu ensino,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Como tecnologia e pedagogia se misturam?,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Organizar e gerenciar o uso de ICT para o seu ensino,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Use ferramentas básicas em ICT para apoiar o ensino e a aprendizagem,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Iniciando com Xamarin.Forms  Carga horária 2h30min,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Administrando o Office 365,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Academia Windows  Implantando Windows 10,https://mva.microsoft.com/search/SearchResults.aspx,Yes
O que é o Microsoft Azure e como funciona,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Aprendendo a programar para iOS/Swift com Azure Mobile Services,https://mva.microsoft.com/search/SearchResults.aspx,Yes
DevOps  Introdução ao PowerShell DSC,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Skype for Business - Aprofundando seus conhecimentos em Cloud PBX,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Instalando e configurando o Skype for Business Server 2015,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Otimizar a arquitetura da carga de trabalho e os recursos de administração no Azure,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Aprofunde seus conhecimentos sobre cenários de recuperação de desastre e armazenamento em rede,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Introdução ao NodeJS com Typescript no Visual Studio Code  Carga horária 2h,https://mva.microsoft.com/search/SearchResults.aspx,Yes
A internet das coisas: Conectando seus devices na nuvem,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Implantando o NANO Server TP4,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Desmistificando o LINQ,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Desenvolvendo sites usando Python e Django,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Adotar tecnologias de software livre para acelerar e dimensionar soluções,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Introdução ao JSON com C#,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Pacote de Avaliação do Creative Coding through Games and Apps,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Dicas e truques do DreamSpark e Azure para estudantes,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Learn to Code with CODExist: Bot Levels Up,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Students to Business  Infraestrutura de TI  Carga horária: 2 Horas,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Students to Business - Desenvolvimento de Sistemas  Carga horária: 1 Hora,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Programação no Jump Start de C#,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Introdução rápida ao desenvolvimento em HTML5 com JavaScript e CSS3,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Novidades do Windows 10: Live tiles e background execution,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Introdução à aprendizagem de máquina com o Microsoft Azure,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Top 10 Recursos do Windows 10,https://mva.microsoft.com/search/SearchResults.aspx,Yes
O Windows 10 é gratuito?,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Introdução ao Windows 10 para Profissionais de TI,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Crie seu jogo para Kinect,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Aprendendo a Programar,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Iniciando no Minecraft,https://mva.microsoft.com/search/SearchResults.aspx,Yes
CODExist: O nascimento de Bot,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Visão geral do Windows Server 2012,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Conceitos de Interfaces Modernas,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Migrando sua rede com MAP,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Introdução ao Microsoft Azure Mobile Services,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Desenvolvendo games para Windows Phone,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Proteção de Dados no Microsoft Azure,https://mva.microsoft.com/search/SearchResults.aspx,Yes
PowerShell 3.0,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Portando Apps Android para Windows Phone,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Novidades do Windows 8.1 para Desenvolvedores  Parte 2,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Primeiros cenários de uso do Azure,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Microsoft Azure RemoteApp,https://mva.microsoft.com/search/SearchResults.aspx,Yes
OneNote para Professores,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Students to Business: Windows 8.1 Consumer,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Fundamentos de mobilidade empresarial,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Azure de 0 a 100  Fast Track,https://mva.microsoft.com/search/SearchResults.aspx,Yes
SQLite no Windows Phone,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Security Development LifeCycle,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Novidades do Windows 8.1 para Desenvolvedores  Parte 3,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Otimizando a Infraestrutura de TI com o Microsoft Azure,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Dicas e truques do Azure  serie 2,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Introdução a Application Lifecycle Management(ALM) - Parte 1,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Introdução ao System Center Virtual Machine Manager 2012,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Mobilidade Empresarial e a Nuvem,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Dynamics CRM Online e a Era do Cliente,https://mva.microsoft.com/search/SearchResults.aspx,Yes
O Caminho Para as Competências de Cloud,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Preparatório de exame de certificação:70-411  Administrando o Windows Server R2,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Integrando Microsoft Intune + System Center Configuration Manager 2012r2,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Novidades de Windows 10 do evento Build 2015,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Introdução à programação com o Python,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Conceitos básicos de bancos de dados,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Fundamentos de sistemas de rede,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Usando o Office 365 Personal e Home,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Implantando o Windows Server 2012 Essentials,https://mva.microsoft.com/search/SearchResults.aspx,Yes
AppDay - A sua primeira App para Windows 8,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Gerencie dispositivos com o System Center 2012,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Proteção de informações com Azure RMS,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Implantando uma nuvem privada com Windows Azure Pack,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Fundamentos de Rede,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Utilizando o Office 365,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Novidades de Windows 10 para IT Pros do evento Ignite,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Consumo: A nova moeda do mercado,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Preparatório de exame de certificação: 70-412  Configurando serviços avançados ,https://mva.microsoft.com/search/SearchResults.aspx,Yes
70-533  Implementando soluções de infraestrutura no Microsoft Azure,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Microsoft Azure Big Data and Business Analytics,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Hora do Código com o TouchDevelop,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Microsoft Desktop Optimization Pack 2013 - MDOP,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Sites Fixos com Internet Explorer 9,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Core Solutions of Microsoft SharePoint Server 2013: exame 70-331,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Protegendo dados com o Azure Rights Management,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Cloud SureStep,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Migrando para o Exchange Online,https://mva.microsoft.com/search/SearchResults.aspx,Yes
1. Introdução ao Bing Ads,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Conceitos básicos de BI - Business Intelligence - com SQL Server 2014,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Implantando e Administrando o WSUS,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Melhores Práticas para SQL Server,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Backup de maquinas virtuais Linux no Hyper-V,https://mva.microsoft.com/search/SearchResults.aspx,Yes
2. Bing Ads Editor,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Proteção de Dados e Servidores em ambiente de Nuvem Privada,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Introdução ao SQL Server 2012,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Dicas & Truques de Office 365,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Visão geral do Windows 10 para empresas,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Implantando Windows 10 Enterprise Preview,https://mva.microsoft.com/search/SearchResults.aspx,Yes
5 dicas para gerar negócios com Azure,https://mva.microsoft.com/search/SearchResults.aspx,Yes
VPN no Microsoft Azure,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Proteção de dados com o Windows Azure Backup,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Migrando máquinas virtuais do AWS para Windows Azure,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Introdução ao desenvolvimento de aplicativos móveis,https://mva.microsoft.com/search/SearchResults.aspx,Yes
HTML5 - Homologado pelo W3C,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Introdução ao Blend For Visual Studio 2013,https://mva.microsoft.com/search/SearchResults.aspx,Yes
System Center Virtual Machine Manager 2008 R2,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Visão geral do SQL 2014,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Hospedando um site PHP MySQL no Azure Web Sites,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Fundamentos do C# com Clean Code,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Introdução ao Lab Management,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Fundamentos de Computação em Nuvem,https://mva.microsoft.com/search/SearchResults.aspx,Yes
O Novo Modelo Financeiro,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Crie cursos com o Office Mix,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Starter Kits e os Arquitetos na Nuvem,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Introdução rápida - Aplicação do ALM com o Visual Studio 2012,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Java no Azure,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Preparatório do exame 70-688: Suportando Windows 8.1,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Guia de Estudo - Certificação TFS 2012 (70-496),https://mva.microsoft.com/search/SearchResults.aspx,Yes
Migração para Windows Server 2012,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Visão geral do Azure Media services,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Introdução à Business Intelligence,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Migrando VMs de Vmware para Azure e Hyper-V,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Conceitos Básicos do LightSwitch,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Ofertas e Cenários de Venda do Microsoft Azure,https://mva.microsoft.com/search/SearchResults.aspx,Yes
A Importância de Marketing na Transformação do seu Negócio,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Novidades da Unity 5,https://mva.microsoft.com/search/SearchResults.aspx,Yes
A Internet das Coisas  Fundamentos de IoT  Carga horária 1h30min,https://mva.microsoft.com/search/SearchResults.aspx,Yes
3. Orçamentos e cobranças do Bing Ads,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Noções básicas sobre instalação de servidores,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Implantando e administrando um Cluster de Failover com WS 2012 R2 e SC,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Como Participar da Imagine Cup,https://mva.microsoft.com/search/SearchResults.aspx,Yes
4. Otimização de campanhas no Bing Ads,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Implementando Segurança no Windows 8,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Visão geral do Azure Active Directory,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Fundamentos de Devops,https://mva.microsoft.com/search/SearchResults.aspx,Yes
ASP.NET MVC Intermediário,https://mva.microsoft.com/search/SearchResults.aspx,Yes
O Programa MPN - Microsoft Partner Network,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Transformando Seu Negócio Para a Nuvem - Introdução,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Windows Phone 7 Game Programming,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Instalando e configurando o Hyper-V,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Introdução ao desenvolvimento para Windows 8,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Introdução a Universal Apps,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Entendendo desenvolvimento para o Windows Phone 7,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Fundamentos de Virtualização,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Recursos de Vendas de Office 365,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Docker  Conceitos e prática,https://mva.microsoft.com/search/SearchResults.aspx,Yes
5. Recursos disponíveis no Bing Ads,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Implantando Windows 8 com o System Center 2012 Configuration Manager,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Interoperabilidade com Windows Server 2012,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Windows Server 2012: Serviços de Rede,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Utilizando e Configurando o Windows Phone 8,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Nuvem privada: alta disponibilidade e recuperação,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Migrando Web Sites locais para o Azure Web Sites,https://mva.microsoft.com/search/SearchResults.aspx,Yes
SQL Server para DBAs Oracle,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Desenvolvimento de jogos com Unity para Windows 8 e Windows Phone 8  Introdução,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Alta Disponibilidade em Maquinas Virtuais,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Wordpress no Microsoft Azure,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Introdução a UX aplicada a Apps,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Novidades do Windows Server 2012 R2,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Acesso Remoto com Direct Access,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Dicas e truques do Azure  serie 1,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Conceitos básicos do desenvolvimento de software,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Crie seu primeiro aplicativo com Windows App Studio,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Publicando aplicações via Azure Active Directory,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Treinamento de ASP.NET MVC 5 Conceitos Básicos,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Desenvolvimento de apps Windows 8.1 com HTML5 e JavaScript  Introdução,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Introdução ao desenvolvimento Sharepoint,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Introdução ao System Center Configuration Manager 2012,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Gerenciamento de pequenas e medias empresas com System Center Advisor,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Integrando Mac OS em redes Microsoft,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Exame 70-410: Instalando e Configurando o Windows Server 2012 R2,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Interoperabilidade e Cloud Computing,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Azure AD Premium RMS,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Introdução ao Xamarin,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Windows Server 2012: Virtualização,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Alta Disponibilidade com Hyper-V Server 2012,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Visual Studio para Teste de Software,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Novidades do Windows 8.1 para Desenvolvedores  Parte 1,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Iniciando no Microsoft Azure,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Planejamento para Bring Your Own Device,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Implantando e Administrando o Lync Server 2013,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Plano de Continuidade de Negócios com System Center e Azure,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Desenvolvimento de apps Windows 8.1 com HTML5 e JavaScript  Intermediário,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Estendendo sua rede com Microsoft Azure ExpressRoute,https://mva.microsoft.com/search/SearchResults.aspx,Yes
CDF  Customer Decision Framework,https://mva.microsoft.com/search/SearchResults.aspx,Yes
Node.js básico,https://www.schoolofnet.com/,No
ASP.NET Web Forms - User Controls,https://www.schoolofnet.com/,No
Angular 2 - Componentes e Serviços,https://www.schoolofnet.com/,No
Java SE,https://www.schoolofnet.com/,No
Azure Web Apps,https://www.schoolofnet.com/,No
Node.js com Bookshelf,https://www.schoolofnet.com/,No
Iniciando com Laravel 5.3,https://www.schoolofnet.com/,No
Angular Material,https://www.schoolofnet.com/,No
ZF3 com Doctrine,https://www.schoolofnet.com/,No
Consumindo APIs com Android,https://www.schoolofnet.com/,No
Azure: Gerenciamento de Máquinas Virtuais,https://www.schoolofnet.com/,No
Webcrawler com Python,https://www.schoolofnet.com/,No
Angular 2.0: Primeiros passos,https://www.schoolofnet.com/,No
ASP.NET MVC + Entity Framework,https://www.schoolofnet.com/,No
Trabalhando com Laravel Passport,https://www.schoolofnet.com/,No
Iniciando com JSP,https://www.schoolofnet.com/,No
Git flow na prática,https://www.schoolofnet.com/,No
Yeoman,https://www.schoolofnet.com/,No
Iniciando com Angular.js 1.5,https://www.schoolofnet.com/,No
Iniciando com Azure,https://www.schoolofnet.com/,No
Java 8,https://www.schoolofnet.com/,No
Laravel 5.3: Apresentando Laravel Echo,https://www.schoolofnet.com/,No
Iniciando Backbone.js,https://www.schoolofnet.com/,No
Iniciando com .Net MVC,https://www.schoolofnet.com/,No
Polymer,https://www.schoolofnet.com/,No
Escalando aplicações na Amazon AWS,https://www.schoolofnet.com/,No
Iniciando com Aurelia JS,https://www.schoolofnet.com/,No
Api's Nativas no Java,https://www.schoolofnet.com/,No
Laravel 5.3: Scout e Realtime Search no Frontend,https://www.schoolofnet.com/,No
Android intermediário,https://www.schoolofnet.com/,No
Webservices com PHP,https://www.schoolofnet.com/,No
Otimizações técnicas de SEO,https://www.schoolofnet.com/,No
Orientação a Objetos com Java,https://www.schoolofnet.com/,No
Search com Django e Algolia,https://www.schoolofnet.com/,No
ASP.NET Web Forms + Entity Framework,https://www.schoolofnet.com/,No
Spark Java Framework,https://www.schoolofnet.com/,No
Zend Expressive com Doctrine,https://www.schoolofnet.com/,No
Iniciando com Hapi.js,https://www.schoolofnet.com/,No
Iniciando com Android,https://www.schoolofnet.com/,No
Autenticação com Laravel e JWT,https://www.schoolofnet.com/,No
Jersey Java,https://www.schoolofnet.com/,No
Flask - Python,https://www.schoolofnet.com/,No
Symfony 3 com Doctrine,https://www.schoolofnet.com/,No
ASP.NET Web Forms + ADO.Net,https://www.schoolofnet.com/,No
Hibernate,https://www.schoolofnet.com/,No
Django Intermediário,https://www.schoolofnet.com/,No
Express.io,https://www.schoolofnet.com/,No
Iniciando com Go Lang,https://www.schoolofnet.com/,No
MEAN,https://www.schoolofnet.com/,No
Laravel com ElasticSearch,https://www.schoolofnet.com/,No
Spring Boot Intermediário,https://www.schoolofnet.com/,No
Vuex com Vue.js,https://www.schoolofnet.com/,No
Iniciando com ASP.Net Webforms,https://www.schoolofnet.com/,No
Web Crawler com Node,https://www.schoolofnet.com/,No
Python OO,https://www.schoolofnet.com/,No
Yii2 básico,https://www.schoolofnet.com/,No
Spring Boot,https://www.schoolofnet.com/,No
webpack,https://www.schoolofnet.com/,No
ZF3 Intermediário,https://www.schoolofnet.com/,No
Sails,https://www.schoolofnet.com/,No
Desenvolvimento de Apis com Node.js,https://www.schoolofnet.com/,No
Doctrine,https://www.schoolofnet.com/,No
SOLID com C#,https://www.schoolofnet.com/,No
Desenvolvimento de layouts com bootstrap,https://www.schoolofnet.com/,No
Iniciando com python,https://www.schoolofnet.com/,No
Orientação a objetos com javascript,https://www.schoolofnet.com/,No
Apigility com Angular 2,https://www.schoolofnet.com/,No
Iniciando com ZF3,https://www.schoolofnet.com/,No
Symfony 3: Micro Kernel as Microframework,https://www.schoolofnet.com/,No
Node.js com MongoDB,https://www.schoolofnet.com/,No
Ionic 2 com Pagseguro,https://www.schoolofnet.com/,No
Orientação a objetos com C#,https://www.schoolofnet.com/,No
Iniciando com MongoDB,https://www.schoolofnet.com/,No
Iniciando com Symfony 3,https://www.schoolofnet.com/,No
